tweets,Sentiment_type
"#Endsars Supporter, @SavvyRinu's face, appears on the @UN website for peace, dignity and equality on a healthy planet.

Congrats brave fight...💪 https://t.co/uQ65s26g3C",Positive
"@ICBlog_com That's another bastRd talking with fish brain 
#EndSARS",Neutral
#EndSARS protesters you did this and you should be proud!! Do more till all things are made right and ignore the noise makers.#EndBadGovernanceInNigeria twitter.com/lekanpaul/stat…,Positive
"United Nations ( UN ) makes #EndSars activist Rinu Oduala the face of Peace, Dignity, and Equality on a Healthy Planet.

#Feb18Coup #OrluAirAttack #Nigeria #FreeLeahSharibu #igboho Gen Z https://t.co/gsheEFFXBa",Positive
E be like say them get mental problem. You bomb innocent people in Orlu Imo State and want to pamper and give amnesty to killers and hopeless idiots? The government of @MBuhari  is having a serious mental problem. #EndSARS #EndBadGovernanceInNigeria #EndPoliceBrutalityinNigeria twitter.com/channelstv/sta…,Negative
@chiefagbabiaka No be him peaces Nigeria 4 #EndSars?,Neutral
"Dem warn us ooooo, now the result is manifesting. #insecurity #EndBadGovernanceInNigeria #EnoughIsEnough #OrluAirAttack #lekkitollgateprotest #EndSARS #BuhariMustGo #BuhariTormentor #Nigeria #buharicountdown all this tagg are all against Buhari. https://t.co/OEemIR0J7k",Neutral
"News in 60 Seconds:
-
President Buhari Thanks Chadian Government For Security Collaboration.
-
Find more headlines in today's edition of news in 60 second
Subscribe to youtube.com/c/fromaradio

#fromaradio #COVID19 #fridaythoughts #SecureNigerState #JoinBetterHalf #EndSARS #friday https://t.co/f4KkPHqYB3",Positive
"@SaharaReporters @NigeriaGov This man right here is the real leader of terrorism... hope we know now please everyone ""Arm Yourselves""

Self defense is LEGAL
#EndSARS",Positive
@MobilePunch No cause for celebration. Monetary award is an insult for the lives lost. Nonsense chicken change! #EndSARS,Negative
Anyone who doesn't see that this whole #EndSARS thing was engineered to bring Tinubu down is a toddler in politics. twitter.com/dmightyangel/s…,Positive
#EndSARS: Lagos Judicial Panel awards N10m each to two victims of police brutality newtelegraphng.com/endsars-lagos-…,Neutral
"Nigerian youth don't like the way things are, the govt doesn't like change.
#endsars",Neutral
"@OwutuTamara You dey Nigeria dey cry everyday of the evils of fulani herdsmen and Buhari, about #EndSARS but you don't understand the importance of the symbolic gesture of taking the knee in the UK and US. God forbid this kind of ignorance",Positive
"Glad Tidings
#EndSARS 
on to the next one twitter.com/4eyedmonk/stat…",Positive
@channelstv @segalink Why the celebration???? The money isn't big enough for the lose the family has been to bear. #EndSARS,Neutral
Lagos #EndSARS panel paid some compensation to victims of police brutality today... https://t.co/3xvvtSTSbM,Neutral
#End1999Constitution #PartiesCloseShopNow #EndSARS #RevolutionNow twitter.com/NdidiUwechue/s…,Neutral
"Notice any country that is not developing, you'll notice irresponsibility as a national culture.

#EndSARS

#Revolutionnow",Neutral
@thecableng We must do away all Fulani fake traditional titles being paraded by these invaders #EndFulaniDomination #EndSARS,Negative
"#OrluAirAttack #ThePenthouse2 #fridaymorning #contentonly 
Buhari has 829 days left.
Feels like 829 life time #trending 
#EndSARS #",Neutral
#End1999Constitution #PartiesCloseShopNow #EndSARS #RevolutionNow https://t.co/U4ecHdq9V8,Neutral
"@MrOdanz Na so them dey do things. When Davido had a meaning with the AIG during the first #EndSARS protest, my guy go wear suit. For what na?",Positive
"Progress in Nigeria
Not enough but a start 
We will #EndSARS twitter.com/justempower/st…",Neutral
BREAKING: #EndSARS: Lagos Govt awards N20m to two victims of Police brutality dlvr.it/Rt3n6V,Neutral
"There is hope afterall 

And whoever took rinu this photo deserves a mention,...this picture has really gone far 

RT if this comes on your timeline 
#EndSARS https://t.co/X25nPpqgyz",Positive
"I think the North we divide sooner than Nigeria.... Different School of thoughts from different states.

Terrorists christened bandits, to alleviate the inferences surrounding the nomenclature. 

#End1999Constitution #EndBanditry #EndInsurgency #EndSARS",Neutral
"@MrOdanz Big foolish pawn oooo
Same type of game played out with the #EndSARS many got rich overnight with Gofundme created for the course, Gen Z and Millennial you a whole lot of preparation to do, this lot will come with same strategy. From house rep to senator and presidency",Positive
#EndSARS: Lagos Judicial Panel Awards N10m Each To Two Victims Of Police Brutality reubenabati.com.ng/index.php/comp…,Neutral
"Good News:

Earlier today, the Lagos Judicial Panel of Inquiry on SARS and other issues of Police Brutality awarded N10m each to 2 petitioners and victims of police abuse. 

Other Governors should take a clue and do same in their state. 

#EndSARS  
#EndPoliceBrutalityinNigeria https://t.co/UrbzVM6k5N",Positive
"@Deji_Obadofin Govt that only answer workers when they go on strike, will not attend to peaceful citizens until they become renegades.
Great minds wouldn't turn evil when fighting a just cause. We shall continue our peaceful and legit pursuit towards #EndBadGovernanceInNigeria #EndSARS",Positive
"@samadmohammad18 The real truth #please share 
#EndSARS  #EndBadGovernanceInNigeria #BuhariMustGo 🇳🇬❤️",Positive
#End1999Constitution #PartiesCloseShopNow #EndSARS #RevolutionNow https://t.co/sivgzXiYwp,Neutral
@ChidiOdinkalu @Govhopeuzodinma So @Hope_Uzodimma1 @Govhopeuzodinma has chosen to be unfortunate like @jidesanwoolu who requested the @MBuhari @HQNigerianArmy to carry out the #LekkiMassacre #OrluAirAttack #ozoemena #EndSARS cc: @IntlCrimCourt @mbachelet,Negative
#End1999Constitution #PartiesCloseShopNow #EndSARS #RevolutionNow https://t.co/Bno3G52kKB,Neutral
#EndSARS: Lagos Judicial Panel Awards N20m To Two Victims Of Police Brutality mydailybells.com.ng/endsars-lagos-…,Neutral
"@Intergrity56 Please tell us, what happened to those that chose dialogue through civil protest aka #EndSARS?",Neutral
"Another over 💯 ROI is almost ready🥇 ⚡
Final details and sitting arrangement on the GREEN🍏TABLE
Press and tell others to press the Follow button📢
So come one, come all🎤
#EndSARS 
@Bet9jaOfficial 
@BetsMane 
@Ekitipikin 
@BetKingNG 
@london_Akan 
@BBNaija @
@FarindokiBetTip",Neutral
#EndSARS: Panel summons two NSCDC officers thenationonlineng.net/endsars-panel-…,Neutral
"@iamLXRDTM @GbadaAbiodun somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@realJonGuma somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@iamLXRDTM @sorosokebot somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@callmepaschal @Aarondioo somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@AfricaFactsZone @SavvyRinu somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@MrOdanz @Lackadiasical somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@channelstv @LadapoPelumi somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@AfricaFactsZone @_Superpiz @SavvyRinu somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@AfricaFactsZone @hsjjsjsu6371 @SavvyRinu somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
"@AfricaFactsZone @itsofficiallarz @SavvyRinu somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernance #solvingafrica",Positive
@jidesanwoolu @AsiwajuTinubu @JokeSanwoolu EKO ONIBAJE O @ProfOsinbajo @MBuhari #FreeEromz make una see una life for outside #EndSARS #EndBadGovernanceInNigeria #OccupyLekkiTollGate #LekkiTollGateProtest #LekkiTollGateProtest #FreeEromz @PoliceNG #FreeEromz WE MOVEEEEEEEEEE twitter.com/SavvyRinu/stat…,Neutral
"Nigerian Social Justice Advocate, Rinu Oduala (@SavvyRinu) has been selected as a Face on the UN's website for peace, dignity and equality on a healthy planet. 

She was a key advocate of the #EndSARS protests and was a Youth Representative on the Lagos State Judicial Panel. https://t.co/RSmCRYMcx6",Positive
@Victorm78005750 @SavvyRinu A movie about the #EndSARS protest and the movement.,Neutral
"somebody said ""idolizing a politician is like believing the stripper really likes you"". i haven't been able to can cos omo 😂😂😂😂 #EndSARS #EndBadGovernanceInNigeria #solvingafrica",Positive
"Dear Nigerian Citizen.
Unless you are Fulani, you have no provision in the Nigerian consitution.

Support #End1999Constitution #EndNigeriaNow #EndPoliceBrutalityinNigeria 
#EndBadGoveranceInNigeria
#EndSARS twitter.com/FreedomFromNgr…",Neutral
"Follow @amazincareers on Twitter for Job Vacancies Nationwide 🇳🇬

#EndSARS  Burna Boy Wizkid Yoruba Buhari Davido Ogun Lagos North Naija Abuja Nollywood Port Harcourt Lagos #lasg Nigerian kaduna Amotekun Bala NOI Gbenga Daniel Magu Igbo Tonto Dikeh Tinubu Invictus Obi https://t.co/i8MMFsadMI",Neutral
"@channelstv Anybody please what is blanket amnesty? 
In Nigeria we bribe our enemies and kill our youth that advices us. 
#EndSARS",Neutral
"Materials just de drop like rain. Left right, centre, material. After we don shout ""I get coconut head"" during #EndSARS which head this book wan enter so? 😓😓😓",Positive
#speakupnaija enough is enough #protest #BuhariMustGo #occupyNigeria #PassElectoralBill #stopthekillinginOrlu #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS RT twitter.com/EiENigeria/sta…,Neutral
#speakupnaija enough is enough #protest #BuhariMustGo #occupyNigeria #PassElectoralBill #stopthekillinginOrlu #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS #EndSARS RT twitter.com/samadmohammad1…,Neutral
"The @cenbank froze peaceful protestors account for three months but he hasn't frozen Sheikh Gumi's account who knows the hideouts of bandits &amp; is in constant contact with bandits.
#tosanation #EndSARS",Positive
"@incaseJackstrik Well, Bob Dee, why I will not be hard on you is, you regretted your actions of being one of  the most vocal people whose PR brought this evil govt to power in 2015! Imagine Isa Pantami waking up one day with this draconian policy of blocking peoples line all because of #EndSARS",Negative
"@iamacapella Baba I no dey follow you on Facebook. After being so vocal during #EndSARS this is the time we need you guys most. If we no loud am, these people go turn our peaceful home to warzone",Positive
"Definition of Education in Nigeria:

Preparing young kids for a greater future that does not exist. #EndSARS",Positive
@cchukudebelu God bless them @HQNigerianArmy as join bad gang with police @PoliceNG ROGUES #EnoughIsEnough #EndSARS,Negative
"HISTORY WILL NOT FORGET YOU.

Someone said 'Late Jakande is the reason why he became landlord in Lagos with just #1500.
Another person said present governor is the reason why he lost his brother during #endsars.
History will not forget us",Negative
"We move
#EndBadGoveranceInNigeria 
#EndSARS 
#BuhariMustGo 
#freeorlu twitter.com/femmtye/status…",Neutral
"In light of the current happenings in Nigeria, #ENDSARS Protests, Banditry and civil unrest,  the rule of law is fundamental as enshrined in the Nigerian Constitution and of utmost importance is the safeguard and protection of Citizens rights. https://t.co/Vf5xTeuZDE",Positive
#EndSARS: Lagos panel awards N10m each to two victims of police brutality newspeakonline.com/endsars-lagos-…,Neutral
@officialEFCC No bounty and you want make naija drop pass but y’all can’t post wanted of soldiers who shoot at lekki toll gate as wanted #EndSARS,Neutral
Isn't it ignorant to say that youths' restiveness was what led to the #EndSARS movement in Nigeria? https://t.co/3gkxmcPsgi,Neutral
"@YemieFASH @DokunOjomo A day is a long time in the life of politics.

Also, #EndSars didn't take 3 years to build.",Negative
@Asa_official They never #EndSARS,Neutral
@channelstv Judicial Panel is a scam not until justice is properly served we say no to reopening of Lekki Toll gate. #EndSARS,Neutral
Northerners is the problem of insecurity in the country #EndSARS #EndBadGovernanceInNigeria twitter.com/actor_aina/sta…,Neutral
"GTB deleted their Gen Z and Millenial tweet as quick as bolt. Quick to act like they care about both groups but during #EndSARS, it was pin drop silence. Stop with the performative nonsense.",Positive
@YeleSowore And am sure @MBuhari  the General is seeing this.ok #EndSARS now #BuhariMustGo,Positive
[BREAKING] #EndSARS: Two Victims Of Police Brutality Bags N20m Awards From Lagos Judicial Panel constantglobalnews.com/breaking-endsa…,Neutral
"@PulseNigeria247 They think that they can compensate the victims of #EndSARS 
They lie
The best compensation we Nigerian's need is a good and better government",Positive
"Retweet and let the Government know enough is enough of killing innocent civilians in Nigeria and let Terrorists into the security systems
#KagaraBoys #BuhariMustGo #EndSARS #CrimesAgainstHumanity #UnitedStates #UnitedKingdom #UnitedNations twitter.com/gistaroundyou/…",Positive
"Check it out it's a banger 🔥🔥🔥🔥🔥🔥 promise u won't regret
#Trending #NFTXBEAR #Drishyam2 #EndSARS https://t.co/wyfgEHaHxr",Neutral
#ENDSARS: Lagos Judicial Panel Pays N10m Compensation to Woman Shot By Police Officer (Photos) globaltimesng.com/2021/02/19/end…,Neutral
"Wetin she go do for there ehn , she be politician ? Nawa ooo #EndSARS twitter.com/instablog9ja/s…",Neutral
"Kindly help me follow my business page on IG, the previous one got hacked 🥺🙏🏼🙏🏼🙏🏼🙏🏼

instagram.com/p/CLd0YttA9OG/…

God bless you as you do so 🙏🏼

#Lekkitollgate #Clubhouse #EndSARS #lori_iro #BigDrip #GenZ #Millennials #HG2Vibes",Positive
ACLED estimates that at least 10% of all peaceful protests associated with the #EndSARS movement in #Nigeria were met with excessive force: bit.ly/2LKpinO https://t.co/a9ZSBKLC27,Negative
#EndSARS: Lagos panel compensate two victims of police brutality with N20m readnigerianetwork.com/endsars-lagos-…,Neutral
